Tool;Scenario;Model;RunIndex;Iteration;PhaseName;MetricName;MetricValue
NMF_MaxTypeChecks0;scale_assay;2;0;1;Update;Memory;108658688
NMF_MaxTypeChecks0;scale_assay;2;0;2;Update;Time;95900
NMF_MaxTypeChecks0;scale_assay;2;0;2;Update;Memory;109707264
NMF_MaxTypeChecks0;scale_assay;2;0;3;Update;Time;59000
NMF_MaxTypeChecks0;scale_assay;2;0;3;Update;Memory;110624768
NMF_MaxTypeChecks0;scale_assay;2;0;4;Update;Time;1281500
NMF_MaxTypeChecks0;scale_assay;2;0;4;Update;Memory;111804416
NMF_MaxTypeChecks0;scale_assay;2;0;5;Update;Time;61200
NMF_MaxTypeChecks0;scale_assay;2;0;5;Update;Memory;112852992
NMF_MaxTypeChecks0;scale_assay;2;0;6;Update;Time;68500
NMF_MaxTypeChecks0;scale_assay;2;0;6;Update;Memory;113901568
NMF_MaxTypeChecks0;scale_assay;2;0;7;Update;Time;1001000
NMF_MaxTypeChecks0;scale_assay;2;0;7;Update;Memory;114950144
NMF_MaxTypeChecks0;scale_assay;2;0;8;Update;Time;33200
NMF_MaxTypeChecks0;scale_assay;2;0;8;Update;Memory;115998720
NMF_MaxTypeChecks0;scale_assay;2;0;9;Update;Time;2127200
NMF_MaxTypeChecks0;scale_assay;2;0;9;Update;Memory;117178368
NMF_MaxTypeChecks0;scale_assay;2;0;10;Update;Time;32400
NMF_MaxTypeChecks0;scale_assay;2;0;10;Update;Memory;118226944
NMF_MaxTypeChecks0;scale_assay;2;0;11;Update;Time;50200
NMF_MaxTypeChecks0;scale_assay;2;0;11;Update;Memory;120717312
NMF_MaxTypeChecks0;scale_assay;2;0;12;Update;Time;2408900
NMF_MaxTypeChecks0;scale_assay;2;0;12;Update;Memory;122028032
NMF_MaxTypeChecks0;scale_assay;2;0;13;Update;Time;83400
NMF_MaxTypeChecks0;scale_assay;2;0;13;Update;Memory;123338752
NMF_MaxTypeChecks0;scale_assay;2;0;14;Update;Time;56400
NMF_MaxTypeChecks0;scale_assay;2;0;14;Update;Memory;124387328
NMF_MaxTypeChecks0;scale_assay;2;0;15;Update;Time;1273000
NMF_MaxTypeChecks0;scale_assay;2;0;15;Update;Memory;126353408
NMF_MaxTypeChecks0;scale_assay;2;0;16;Update;Time;45000
NMF_MaxTypeChecks0;scale_assay;2;0;16;Update;Memory;127401984
NMF_MaxTypeChecks0;scale_assay;2;0;17;Update;Time;3100
NMF_MaxTypeChecks0;scale_assay;2;0;17;Update;Memory;128450560
NMF_MaxTypeChecks0;scale_assay;4;0;0;Initialization;Time;388014000
NMF_MaxTypeChecks0;scale_assay;4;0;0;Initialization;Memory;76414976
NMF_MaxTypeChecks0;scale_assay;4;0;0;Load;Time;212556800
NMF_MaxTypeChecks0;scale_assay;4;0;0;Load;Memory;80740352
NMF_MaxTypeChecks0;scale_assay;4;0;0;Initial;Time;1003712100
NMF_MaxTypeChecks0;scale_assay;4;0;0;Initial;Memory;129761280
NMF_MaxTypeChecks0;scale_assay;4;0;1;Update;Time;55724400
NMF_MaxTypeChecks0;scale_assay;4;0;1;Update;Memory;133300224
NMF_MaxTypeChecks0;scale_assay;4;0;2;Update;Time;155800
NMF_MaxTypeChecks0;scale_assay;4;0;2;Update;Memory;135135232
NMF_MaxTypeChecks0;scale_assay;4;0;3;Update;Time;55200
NMF_MaxTypeChecks0;scale_assay;4;0;3;Update;Memory;137101312
NMF_MaxTypeChecks0;scale_assay;4;0;4;Update;Time;421800
NMF_MaxTypeChecks0;scale_assay;4;0;4;Update;Memory;139198464
NMF_MaxTypeChecks0;scale_assay;4;0;5;Update;Time;57000
NMF_MaxTypeChecks0;scale_assay;4;0;5;Update;Memory;141033472
NMF_MaxTypeChecks0;scale_assay;4;0;6;Update;Time;51600
NMF_MaxTypeChecks0;scale_assay;4;0;6;Update;Memory;142999552
NMF_MaxTypeChecks0;scale_assay;4;0;7;Update;Time;1750900
NMF_MaxTypeChecks0;scale_assay;4;0;7;Update;Memory;145096704
NMF_MaxTypeChecks0;scale_assay;4;0;8;Update;Time;37100
NMF_MaxTypeChecks0;scale_assay;4;0;8;Update;Memory;147324928
NMF_MaxTypeChecks0;scale_assay;4;0;9;Update;Time;4075200
NMF_MaxTypeChecks0;scale_assay;4;0;9;Update;Memory;149553152
NMF_MaxTypeChecks0;scale_assay;4;0;10;Update;Time;32700
NMF_MaxTypeChecks0;scale_assay;4;0;10;Update;Memory;151519232
NMF_MaxTypeChecks0;scale_assay;4;0;11;Update;Time;31200
NMF_MaxTypeChecks0;scale_assay;4;0;11;Update;Memory;153747456
NMF_MaxTypeChecks0;scale_assay;4;0;12;Update;Time;2028800
NMF_MaxTypeChecks0;scale_assay;4;0;12;Update;Memory;155844608
NMF_MaxTypeChecks0;scale_assay;4;0;13;Update;Time;37300
NMF_MaxTypeChecks0;scale_assay;4;0;13;Update;Memory;157810688
NMF_MaxTypeChecks0;scale_assay;4;0;14;Update;Time;31300
NMF_MaxTypeChecks0;scale_assay;4;0;14;Update;Memory;159645696
NMF_MaxTypeChecks0;scale_assay;4;0;15;Update;Time;355100
NMF_MaxTypeChecks0;scale_assay;4;0;15;Update;Memory;161611776
NMF_MaxTypeChecks0;scale_assay;4;0;16;Update;Time;61700
NMF_MaxTypeChecks0;scale_assay;4;0;16;Update;Memory;163446784
NMF_MaxTypeChecks0;scale_assay;4;0;17;Update;Time;2828000
NMF_MaxTypeChecks0;scale_assay;4;0;17;Update;Memory;165543936
NMF_MaxTypeChecks0;scale_assay;4;0;18;Update;Time;30800
NMF_MaxTypeChecks0;scale_assay;4;0;18;Update;Memory;167378944
NMF_MaxTypeChecks0;scale_assay;4;0;19;Update;Time;132200
NMF_MaxTypeChecks0;scale_assay;4;0;19;Update;Memory;169476096
NMF_MaxTypeChecks0;scale_assay;4;0;20;Update;Time;91877900
NMF_MaxTypeChecks0;scale_assay;4;0;20;Update;Memory;176066560
NMF_MaxTypeChecks0;scale_assay;8;0;0;Initialization;Time;381442100
NMF_MaxTypeChecks0;scale_assay;8;0;0;Initialization;Memory;76152832
NMF_MaxTypeChecks0;scale_assay;8;0;0;Load;Time;195204300
NMF_MaxTypeChecks0;scale_assay;8;0;0;Load;Memory;80740352
NMF_MaxTypeChecks0;scale_assay;8;0;0;Initial;Time;1576733200
NMF_MaxTypeChecks0;scale_assay;8;0;0;Initial;Memory;168820736
NMF_MaxTypeChecks0;scale_assay;8;0;1;Update;Time;50419500
NMF_MaxTypeChecks0;scale_assay;8;0;1;Update;Memory;176562176
NMF_MaxTypeChecks0;scale_assay;8;0;2;Update;Time;118400
NMF_MaxTypeChecks0;scale_assay;8;0;2;Update;Memory;176693248
NMF_MaxTypeChecks0;scale_assay;8;0;3;Update;Time;47000
NMF_MaxTypeChecks0;scale_assay;8;0;3;Update;Memory;176824320
NMF_MaxTypeChecks0;scale_assay;8;0;4;Update;Time;3705700
NMF_MaxTypeChecks0;scale_assay;8;0;4;Update;Memory;177086464
NMF_MaxTypeChecks0;scale_assay;8;0;5;Update;Time;49700
NMF_MaxTypeChecks0;scale_assay;8;0;5;Update;Memory;177348608
NMF_MaxTypeChecks0;scale_assay;8;0;6;Update;Time;57000
NMF_MaxTypeChecks0;scale_assay;8;0;6;Update;Memory;177741824
NMF_MaxTypeChecks0;scale_assay;8;0;7;Update;Time;5360800
NMF_MaxTypeChecks0;scale_assay;8;0;7;Update;Memory;178135040
NMF_MaxTypeChecks0;scale_assay;8;0;8;Update;Time;34200
NMF_MaxTypeChecks0;scale_assay;8;0;8;Update;Memory;178266112
NMF_MaxTypeChecks0;scale_assay;8;0;9;Update;Time;2073900
NMF_MaxTypeChecks0;scale_assay;8;0;9;Update;Memory;178528256
NMF_MaxTypeChecks0;scale_assay;8;0;10;Update;Time;39500
NMF_MaxTypeChecks0;scale_assay;8;0;10;Update;Memory;178921472
NMF_MaxTypeChecks0;scale_assay;8;0;11;Update;Time;37300
NMF_MaxTypeChecks0;scale_assay;8;0;11;Update;Memory;179314688
NMF_MaxTypeChecks0;scale_assay;8;0;12;Update;Time;3249400
NMF_MaxTypeChecks0;scale_assay;8;0;12;Update;Memory;179576832
NMF_MaxTypeChecks0;scale_assay;8;0;13;Update;Time;32700
NMF_MaxTypeChecks0;scale_assay;8;0;13;Update;Memory;181805056
NMF_MaxTypeChecks0;scale_assay;8;0;14;Update;Time;28000
NMF_MaxTypeChecks0;scale_assay;8;0;14;Update;Memory;189145088
NMF_MaxTypeChecks0;scale_assay;8;0;15;Update;Time;1784700
NMF_MaxTypeChecks0;scale_assay;8;0;15;Update;Memory;189145088
NMF_MaxTypeChecks0;scale_assay;8;0;16;Update;Time;32800
NMF_MaxTypeChecks0;scale_assay;8;0;16;Update;Memory;189276160
NMF_MaxTypeChecks0;scale_assay;8;0;17;Update;Time;3168300
NMF_MaxTypeChecks0;scale_assay;8;0;17;Update;Memory;189276160
NMF_MaxTypeChecks0;scale_assay;8;0;18;Update;Time;40000
NMF_MaxTypeChecks0;scale_assay;8;0;18;Update;Memory;189538304
NMF_MaxTypeChecks0;scale_assay;8;0;19;Update;Time;56000
NMF_MaxTypeChecks0;scale_assay;8;0;19;Update;Memory;189800448
NMF_MaxTypeChecks0;scale_assay;8;0;20;Update;Time;2368700
NMF_MaxTypeChecks0;scale_assay;8;0;20;Update;Memory;190717952
NMF_MaxTypeChecks0;scale_assay;16;0;0;Initialization;Time;391611300
NMF_MaxTypeChecks0;scale_assay;16;0;0;Initialization;Memory;75759616
NMF_MaxTypeChecks0;scale_assay;16;0;0;Load;Time;214606600
NMF_MaxTypeChecks0;scale_assay;16;0;0;Load;Memory;80871424
NMF_MaxTypeChecks0;scale_assay;16;0;0;Initial;Time;2714662600
NMF_MaxTypeChecks0;scale_assay;16;0;0;Initial;Memory;216051712
NMF_MaxTypeChecks0;scale_assay;16;0;1;Update;Time;54766900
NMF_MaxTypeChecks0;scale_assay;16;0;1;Update;Memory;226144256
NMF_MaxTypeChecks0;scale_assay;16;0;2;Update;Time;137300
NMF_MaxTypeChecks0;scale_assay;16;0;2;Update;Memory;234270720
NMF_MaxTypeChecks0;scale_assay;16;0;3;Update;Time;78800
NMF_MaxTypeChecks0;scale_assay;16;0;3;Update;Memory;242397184
NMF_MaxTypeChecks0;scale_assay;16;0;4;Update;Time;4438700
NMF_MaxTypeChecks0;scale_assay;16;0;4;Update;Memory;251965440
NMF_MaxTypeChecks0;scale_assay;16;0;5;Update;Time;53200
NMF_MaxTypeChecks0;scale_assay;16;0;5;Update;Memory;253235200
NMF_MaxTypeChecks0;scale_assay;16;0;6;Update;Time;64500
NMF_MaxTypeChecks0;scale_assay;16;0;6;Update;Memory;257822720
NMF_MaxTypeChecks0;scale_assay;16;0;7;Update;Time;4082000
NMF_MaxTypeChecks0;scale_assay;16;0;7;Update;Memory;267128832
NMF_MaxTypeChecks0;scale_assay;16;0;8;Update;Time;53900
NMF_MaxTypeChecks0;scale_assay;16;0;8;Update;Memory;274599936
NMF_MaxTypeChecks0;scale_assay;16;0;9;Update;Time;355200
NMF_MaxTypeChecks0;scale_assay;16;0;9;Update;Memory;282333184
NMF_MaxTypeChecks0;scale_assay;16;0;10;Update;Time;201100
NMF_MaxTypeChecks0;scale_assay;16;0;10;Update;Memory;290721792
NMF_MaxTypeChecks0;scale_assay;16;0;11;Update;Time;67800
NMF_MaxTypeChecks0;scale_assay;16;0;11;Update;Memory;298586112
NMF_MaxTypeChecks0;scale_assay;16;0;12;Update;Time;3590900
NMF_MaxTypeChecks0;scale_assay;16;0;12;Update;Memory;268201984
NMF_MaxTypeChecks0;scale_assay;16;0;13;Update;Time;48500
NMF_MaxTypeChecks0;scale_assay;16;0;13;Update;Memory;268726272
NMF_MaxTypeChecks0;scale_assay;16;0;14;Update;Time;39400
NMF_MaxTypeChecks0;scale_assay;16;0;14;Update;Memory;269250560
NMF_MaxTypeChecks0;scale_assay;16;0;15;Update;Time;3795700
NMF_MaxTypeChecks0;scale_assay;16;0;15;Update;Memory;269643776
NMF_MaxTypeChecks0;scale_assay;16;0;16;Update;Time;31000
NMF_MaxTypeChecks0;scale_assay;16;0;16;Update;Memory;270168064
NMF_MaxTypeChecks0;scale_assay;16;0;17;Update;Time;12385400
NMF_MaxTypeChecks0;scale_assay;16;0;17;Update;Memory;270561280
NMF_MaxTypeChecks0;scale_assay;16;0;18;Update;Time;21300
NMF_MaxTypeChecks0;scale_assay;16;0;18;Update;Memory;271085568
NMF_MaxTypeChecks0;scale_assay;16;0;19;Update;Time;21900
NMF_MaxTypeChecks0;scale_assay;16;0;19;Update;Memory;271478784
NMF_MaxTypeChecks0;scale_assay;16;0;20;Update;Time;3221000
NMF_MaxTypeChecks0;scale_assay;16;0;20;Update;Memory;271872000
NMF_MaxTypeChecks0;scale_assay;32;0;0;Initialization;Time;387012700
NMF_MaxTypeChecks0;scale_assay;32;0;0;Initialization;Memory;76414976
NMF_MaxTypeChecks0;scale_assay;32;0;0;Load;Time;205613700
NMF_MaxTypeChecks0;scale_assay;32;0;0;Load;Memory;82182144
NMF_MaxTypeChecks0;scale_assay;32;0;0;Initial;Time;5316676800
NMF_MaxTypeChecks0;scale_assay;32;0;0;Initial;Memory;363913216
NMF_MaxTypeChecks0;scale_assay;32;0;1;Update;Time;64503600
NMF_MaxTypeChecks0;scale_assay;32;0;1;Update;Memory;362647552
NMF_MaxTypeChecks0;scale_assay;32;0;2;Update;Time;111600
NMF_MaxTypeChecks0;scale_assay;32;0;2;Update;Memory;363827200
NMF_MaxTypeChecks0;scale_assay;32;0;3;Update;Time;135200
NMF_MaxTypeChecks0;scale_assay;32;0;3;Update;Memory;364875776
NMF_MaxTypeChecks0;scale_assay;32;0;4;Update;Time;12263400
NMF_MaxTypeChecks0;scale_assay;32;0;4;Update;Memory;366055424
NMF_MaxTypeChecks0;scale_assay;32;0;5;Update;Time;242500
NMF_MaxTypeChecks0;scale_assay;32;0;5;Update;Memory;371167232
NMF_MaxTypeChecks0;scale_assay;32;0;6;Update;Time;59800
NMF_MaxTypeChecks0;scale_assay;32;0;6;Update;Memory;372215808
NMF_MaxTypeChecks0;scale_assay;32;0;7;Update;Time;8932200
NMF_MaxTypeChecks0;scale_assay;32;0;7;Update;Memory;373264384
NMF_MaxTypeChecks0;scale_assay;32;0;8;Update;Time;42800
NMF_MaxTypeChecks0;scale_assay;32;0;8;Update;Memory;374575104
NMF_MaxTypeChecks0;scale_assay;32;0;9;Update;Time;5344200
NMF_MaxTypeChecks0;scale_assay;32;0;9;Update;Memory;375623680
NMF_MaxTypeChecks0;scale_assay;32;0;10;Update;Time;27700
NMF_MaxTypeChecks0;scale_assay;32;0;10;Update;Memory;376672256
NMF_MaxTypeChecks0;scale_assay;32;0;11;Update;Time;33200
NMF_MaxTypeChecks0;scale_assay;32;0;11;Update;Memory;377720832
NMF_MaxTypeChecks0;scale_assay;32;0;12;Update;Time;3166000
NMF_MaxTypeChecks0;scale_assay;32;0;12;Update;Memory;378769408
NMF_MaxTypeChecks0;scale_assay;32;0;13;Update;Time;24700
NMF_MaxTypeChecks0;scale_assay;32;0;13;Update;Memory;379817984
NMF_MaxTypeChecks0;scale_assay;32;0;14;Update;Time;24500
NMF_MaxTypeChecks0;scale_assay;32;0;14;Update;Memory;380866560
NMF_MaxTypeChecks0;scale_assay;32;0;15;Update;Time;3883500
NMF_MaxTypeChecks0;scale_assay;32;0;15;Update;Memory;382046208
NMF_MaxTypeChecks0;scale_assay;32;0;16;Update;Time;31300
NMF_MaxTypeChecks0;scale_assay;32;0;16;Update;Memory;383094784
NMF_MaxTypeChecks0;scale_assay;32;0;17;Update;Time;11131600
NMF_MaxTypeChecks0;scale_assay;32;0;17;Update;Memory;384667648
NMF_MaxTypeChecks0;scale_assay;32;0;18;Update;Time;23200
NMF_MaxTypeChecks0;scale_assay;32;0;18;Update;Memory;385716224
NMF_MaxTypeChecks0;scale_assay;32;0;19;Update;Time;42100
NMF_MaxTypeChecks0;scale_assay;32;0;19;Update;Memory;386633728
NMF_MaxTypeChecks0;scale_assay;32;0;20;Update;Time;2024900
NMF_MaxTypeChecks0;scale_assay;32;0;20;Update;Memory;387682304
NMF_MaxTypeChecks0;new_samples;1;0;0;Initialization;Time;405153200
NMF_MaxTypeChecks0;new_samples;1;0;0;Initialization;Memory;76021760
NMF_MaxTypeChecks0;new_samples;1;0;0;Load;Time;194499900
NMF_MaxTypeChecks0;new_samples;1;0;0;Load;Memory;80347136
NMF_MaxTypeChecks0;new_samples;1;0;0;Initial;Time;441123300
NMF_MaxTypeChecks0;new_samples;1;0;0;Initial;Memory;88211456
NMF_MaxTypeChecks0;new_samples;1;0;1;Update;Time;100490100
NMF_MaxTypeChecks0;new_samples;1;0;1;Update;Memory;90046464
NMF_MaxTypeChecks0;new_samples;1;0;2;Update;Time;1714400
NMF_MaxTypeChecks0;new_samples;1;0;2;Update;Memory;90308608
NMF_MaxTypeChecks0;new_samples;1;0;3;Update;Time;1653700
NMF_MaxTypeChecks0;new_samples;1;0;3;Update;Memory;90570752
NMF_MaxTypeChecks0;new_samples;1;0;4;Update;Time;1924000
NMF_MaxTypeChecks0;new_samples;1;0;4;Update;Memory;90963968
NMF_MaxTypeChecks0;new_samples;1;0;5;Update;Time;13300300
NMF_MaxTypeChecks0;new_samples;1;0;5;Update;Memory;91488256
NMF_MaxTypeChecks0;new_samples;1;0;6;Update;Time;2145000
NMF_MaxTypeChecks0;new_samples;1;0;6;Update;Memory;91881472
NMF_MaxTypeChecks0;new_samples;1;0;7;Update;Time;1639700
NMF_MaxTypeChecks0;new_samples;1;0;7;Update;Memory;92143616
NMF_MaxTypeChecks0;new_samples;1;0;8;Update;Time;1917700
NMF_MaxTypeChecks0;new_samples;1;0;8;Update;Memory;92536832
NMF_MaxTypeChecks0;new_samples;2;0;0;Initialization;Time;375338700
NMF_MaxTypeChecks0;new_samples;2;0;0;Initialization;Memory;76283904
NMF_MaxTypeChecks0;new_samples;2;0;0;Load;Time;204170000
NMF_MaxTypeChecks0;new_samples;2;0;0;Load;Memory;80347136
NMF_MaxTypeChecks0;new_samples;2;0;0;Initial;Time;466986900
NMF_MaxTypeChecks0;new_samples;2;0;0;Initial;Memory;88997888
NMF_MaxTypeChecks0;new_samples;2;0;1;Update;Time;97297800
NMF_MaxTypeChecks0;new_samples;2;0;1;Update;Memory;91095040
NMF_MaxTypeChecks0;new_samples;2;0;2;Update;Time;2420200
NMF_MaxTypeChecks0;new_samples;2;0;2;Update;Memory;91357184
NMF_MaxTypeChecks0;new_samples;2;0;3;Update;Time;1637700
NMF_MaxTypeChecks0;new_samples;2;0;3;Update;Memory;91750400
NMF_MaxTypeChecks0;new_samples;2;0;4;Update;Time;1490600
NMF_MaxTypeChecks0;new_samples;2;0;4;Update;Memory;92143616
NMF_MaxTypeChecks0;new_samples;2;0;5;Update;Time;13616000
NMF_MaxTypeChecks0;new_samples;2;0;5;Update;Memory;92798976
NMF_MaxTypeChecks0;new_samples;2;0;6;Update;Time;1436200
NMF_MaxTypeChecks0;new_samples;2;0;6;Update;Memory;93061120
NMF_MaxTypeChecks0;new_samples;2;0;7;Update;Time;1638500
NMF_MaxTypeChecks0;new_samples;2;0;7;Update;Memory;93454336
NMF_MaxTypeChecks0;new_samples;2;0;8;Update;Time;1538900
NMF_MaxTypeChecks0;new_samples;2;0;8;Update;Memory;93847552
NMF_MaxTypeChecks0;new_samples;4;0;0;Initialization;Time;374061200
NMF_MaxTypeChecks0;new_samples;4;0;0;Initialization;Memory;76283904
NMF_MaxTypeChecks0;new_samples;4;0;0;Load;Time;211916300
NMF_MaxTypeChecks0;new_samples;4;0;0;Load;Memory;80609280
NMF_MaxTypeChecks0;new_samples;4;0;0;Initial;Time;470293700
NMF_MaxTypeChecks0;new_samples;4;0;0;Initial;Memory;90832896
NMF_MaxTypeChecks0;new_samples;4;0;1;Update;Time;91839000
NMF_MaxTypeChecks0;new_samples;4;0;1;Update;Memory;92798976
NMF_MaxTypeChecks0;new_samples;4;0;2;Update;Time;7950600
NMF_MaxTypeChecks0;new_samples;4;0;2;Update;Memory;93323264
NMF_MaxTypeChecks0;new_samples;4;0;3;Update;Time;1481300
NMF_MaxTypeChecks0;new_samples;4;0;3;Update;Memory;93716480
NMF_MaxTypeChecks0;new_samples;4;0;4;Update;Time;2293800
NMF_MaxTypeChecks0;new_samples;4;0;4;Update;Memory;94109696
NMF_MaxTypeChecks0;new_samples;4;0;5;Update;Time;11937200
NMF_MaxTypeChecks0;new_samples;4;0;5;Update;Memory;94896128
NMF_MaxTypeChecks0;new_samples;4;0;6;Update;Time;1928500
NMF_MaxTypeChecks0;new_samples;4;0;6;Update;Memory;95420416
NMF_MaxTypeChecks0;new_samples;4;0;7;Update;Time;15947600
NMF_MaxTypeChecks0;new_samples;4;0;7;Update;Memory;95944704
NMF_MaxTypeChecks0;new_samples;4;0;8;Update;Time;2363900
NMF_MaxTypeChecks0;new_samples;4;0;8;Update;Memory;96337920
NMF_MaxTypeChecks0;new_samples;8;0;0;Initialization;Time;384063600
NMF_MaxTypeChecks0;new_samples;8;0;0;Initialization;Memory;76283904
NMF_MaxTypeChecks0;new_samples;8;0;0;Load;Time;191178600
NMF_MaxTypeChecks0;new_samples;8;0;0;Load;Memory;80609280
NMF_MaxTypeChecks0;new_samples;8;0;0;Initial;Time;544134000
NMF_MaxTypeChecks0;new_samples;8;0;0;Initial;Memory;94240768
NMF_MaxTypeChecks0;new_samples;8;0;1;Update;Time;106472500
NMF_MaxTypeChecks0;new_samples;8;0;1;Update;Memory;96600064
NMF_MaxTypeChecks0;new_samples;8;0;2;Update;Time;3302800
NMF_MaxTypeChecks0;new_samples;8;0;2;Update;Memory;97124352
NMF_MaxTypeChecks0;new_samples;8;0;3;Update;Time;1874600
NMF_MaxTypeChecks0;new_samples;8;0;3;Update;Memory;97648640
NMF_MaxTypeChecks0;new_samples;8;0;4;Update;Time;2096400
NMF_MaxTypeChecks0;new_samples;8;0;4;Update;Memory;98304000
NMF_MaxTypeChecks0;new_samples;8;0;5;Update;Time;11799400
NMF_MaxTypeChecks0;new_samples;8;0;5;Update;Memory;99221504
NMF_MaxTypeChecks0;new_samples;8;0;6;Update;Time;1714300
NMF_MaxTypeChecks0;new_samples;8;0;6;Update;Memory;99876864
NMF_MaxTypeChecks0;new_samples;8;0;7;Update;Time;2374400
NMF_MaxTypeChecks0;new_samples;8;0;7;Update;Memory;100663296
NMF_MaxTypeChecks0;new_samples;8;0;8;Update;Time;2020200
NMF_MaxTypeChecks0;new_samples;8;0;8;Update;Memory;101187584
NMF_MaxTypeChecks0;new_samples;16;0;0;Initialization;Time;375325300
NMF_MaxTypeChecks0;new_samples;16;0;0;Initialization;Memory;76152832
NMF_MaxTypeChecks0;new_samples;16;0;0;Load;Time;202042600
NMF_MaxTypeChecks0;new_samples;16;0;0;Load;Memory;80478208
NMF_MaxTypeChecks0;new_samples;16;0;0;Initial;Time;605990100
NMF_MaxTypeChecks0;new_samples;16;0;0;Initial;Memory;101974016
NMF_MaxTypeChecks0;new_samples;16;0;1;Update;Time;103373700
NMF_MaxTypeChecks0;new_samples;16;0;1;Update;Memory;104857600
NMF_MaxTypeChecks0;new_samples;16;0;2;Update;Time;3857800
NMF_MaxTypeChecks0;new_samples;16;0;2;Update;Memory;105906176
NMF_MaxTypeChecks0;new_samples;16;0;3;Update;Time;1927800
NMF_MaxTypeChecks0;new_samples;16;0;3;Update;Memory;106823680
NMF_MaxTypeChecks0;new_samples;16;0;4;Update;Time;3882300
NMF_MaxTypeChecks0;new_samples;16;0;4;Update;Memory;107872256
NMF_MaxTypeChecks0;new_samples;16;0;5;Update;Time;12559200
NMF_MaxTypeChecks0;new_samples;16;0;5;Update;Memory;109182976
NMF_MaxTypeChecks0;new_samples;16;0;6;Update;Time;2047100
NMF_MaxTypeChecks0;new_samples;16;0;6;Update;Memory;110362624
NMF_MaxTypeChecks0;new_samples;16;0;7;Update;Time;2716900
NMF_MaxTypeChecks0;new_samples;16;0;7;Update;Memory;111411200
NMF_MaxTypeChecks0;new_samples;16;0;8;Update;Time;2029900
NMF_MaxTypeChecks0;new_samples;16;0;8;Update;Memory;112459776
NMF_MaxTypeChecks0;new_samples;32;0;0;Initialization;Time;401866500
NMF_MaxTypeChecks0;new_samples;32;0;0;Initialization;Memory;76152832
NMF_MaxTypeChecks0;new_samples;32;0;0;Load;Time;189694000
NMF_MaxTypeChecks0;new_samples;32;0;0;Load;Memory;80478208
NMF_MaxTypeChecks0;new_samples;32;0;0;Initial;Time;832231200
NMF_MaxTypeChecks0;new_samples;32;0;0;Initial;Memory;118358016
NMF_MaxTypeChecks0;new_samples;32;0;1;Update;Time;100638200
NMF_MaxTypeChecks0;new_samples;32;0;1;Update;Memory;121896960
NMF_MaxTypeChecks0;new_samples;32;0;2;Update;Time;4936000
NMF_MaxTypeChecks0;new_samples;32;0;2;Update;Memory;123600896
NMF_MaxTypeChecks0;new_samples;32;0;3;Update;Time;3861700
NMF_MaxTypeChecks0;new_samples;32;0;3;Update;Memory;125435904
NMF_MaxTypeChecks0;new_samples;32;0;4;Update;Time;4167900
NMF_MaxTypeChecks0;new_samples;32;0;4;Update;Memory;127139840
NMF_MaxTypeChecks0;new_samples;32;0;5;Update;Time;12868900
NMF_MaxTypeChecks0;new_samples;32;0;5;Update;Memory;129236992
NMF_MaxTypeChecks0;new_samples;32;0;6;Update;Time;2625700
NMF_MaxTypeChecks0;new_samples;32;0;6;Update;Memory;130940928
NMF_MaxTypeChecks0;new_samples;32;0;7;Update;Time;3118200
NMF_MaxTypeChecks0;new_samples;32;0;7;Update;Memory;132775936
NMF_MaxTypeChecks0;new_samples;32;0;8;Update;Time;3028100
NMF_MaxTypeChecks0;new_samples;32;0;8;Update;Memory;134479872
NMF_MaxTypeChecks1;scale_samples;1;0;0;Initialization;Time;376345400
NMF_MaxTypeChecks1;scale_samples;1;0;0;Initialization;Memory;76283904
NMF_MaxTypeChecks1;scale_samples;1;0;0;Load;Time;206878700
NMF_MaxTypeChecks1;scale_samples;1;0;0;Load;Memory;80347136
NMF_MaxTypeChecks1;scale_samples;1;0;0;Initial;Time;452298500
NMF_MaxTypeChecks1;scale_samples;1;0;0;Initial;Memory;88080384
NMF_MaxTypeChecks1;scale_samples;1;0;1;Update;Time;7080900
NMF_MaxTypeChecks1;scale_samples;1;0;1;Update;Memory;88866816
NMF_MaxTypeChecks1;scale_samples;1;0;2;Update;Time;82300
NMF_MaxTypeChecks1;scale_samples;1;0;2;Update;Memory;88997888
NMF_MaxTypeChecks1;scale_samples;1;0;3;Update;Time;46900
NMF_MaxTypeChecks1;scale_samples;1;0;3;Update;Memory;89128960
NMF_MaxTypeChecks1;scale_samples;1;0;4;Update;Time;112300
NMF_MaxTypeChecks1;scale_samples;1;0;4;Update;Memory;89260032
NMF_MaxTypeChecks1;scale_samples;1;0;5;Update;Time;43900
NMF_MaxTypeChecks1;scale_samples;1;0;5;Update;Memory;89260032
NMF_MaxTypeChecks1;scale_samples;1;0;6;Update;Time;39000
NMF_MaxTypeChecks1;scale_samples;1;0;6;Update;Memory;89391104
NMF_MaxTypeChecks1;scale_samples;1;0;7;Update;Time;87000
NMF_MaxTypeChecks1;scale_samples;1;0;7;Update;Memory;89522176
NMF_MaxTypeChecks1;scale_samples;1;0;8;Update;Time;53800
NMF_MaxTypeChecks1;scale_samples;1;0;8;Update;Memory;89522176
NMF_MaxTypeChecks1;scale_samples;2;0;0;Initialization;Time;380269900
NMF_MaxTypeChecks1;scale_samples;2;0;0;Initialization;Memory;76283904
NMF_MaxTypeChecks1;scale_samples;2;0;0;Load;Time;209325900
NMF_MaxTypeChecks1;scale_samples;2;0;0;Load;Memory;80478208
